,Airline,Airline ID,Source Airport,Source Airport ID,Destination Airport,Destination Airport ID,Codeshare,Stops,Equipment,Name_x,ICAO,Callsign,Country_x,Active,Name_y,City,Country_y,IATA,Latitude,Longitude,Altitude,Timezone,DST,Timezone.1
19213,CX,1680,MAA,3144,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19214,CX,1680,MAD,1229,DOH,11051,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19215,CX,1680,MEL,3339,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19216,CX,1680,MLE,3156,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19217,CX,1680,MNL,2397,HKG,3077,,0,744 333 77W 343 772,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19218,CX,1680,MSY,3861,DFW,3670,Y,0,M83 M80,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19219,CX,1680,MXP,1524,HKG,3077,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19220,CX,1680,NAN,1960,HKG,3077,Y,0,332,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19221,CX,1680,NGB,3387,HKG,3077,,0,321 320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19222,CX,1680,NGO,3942,HKG,3077,,0,343 333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19223,CX,1680,NGO,3942,TPE,2276,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19224,CX,1680,NKG,3388,HKG,3077,,0,320 333 321,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19225,CX,1680,NRT,2279,HKG,3077,,0,773 77W 744 772 333 343,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19226,CX,1680,NRT,2279,TPE,2276,,0,744,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19227,CX,1680,OKA,2384,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19228,CX,1680,ORD,3830,ATL,3682,Y,0,CR7,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19229,CX,1680,ORD,3830,HKG,3077,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19230,CX,1680,PEK,3364,HKG,3077,,0,320 333 77W 321 343,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19231,CX,1680,PEN,3308,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19232,CX,1680,PER,3351,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19233,CX,1680,PUS,2372,HKG,3077,,0,321 320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19234,CX,1680,PVG,3406,HKG,3077,,0,320 321 333 772 77W 773 343,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19235,CX,1680,RUH,2082,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19236,CX,1680,SFO,3469,HKG,3077,,0,77W 744,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19237,CX,1680,SGN,3205,HKG,3077,,0,77W 333 343,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19238,CX,1680,SHA,3391,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19239,CX,1680,SIN,3316,BKK,3885,,0,333 343,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19240,CX,1680,SIN,3316,CMB,3024,,0,773,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19241,CX,1680,SIN,3316,HKG,3077,,0,333 772 773 77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19242,CX,1680,SUB,3928,HKG,3077,,0,333 772,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19243,CX,1680,SYD,3361,HKG,3077,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19244,CX,1680,SYX,4030,HKG,3077,,0,320 321,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19245,CX,1680,TAO,3390,HKG,3077,,0,333 320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19246,CX,1680,TPE,2276,FUK,2305,,0,772 773,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19247,CX,1680,TPE,2276,HKG,3077,,0,773 744 333 77W 772 343 320 321,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19248,CX,1680,TPE,2276,ICN,3930,,0,773 343 772,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19249,CX,1680,TPE,2276,KIX,3992,,0,773 333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19250,CX,1680,TPE,2276,NGO,3942,,0,333,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19251,CX,1680,TPE,2276,NRT,2279,,0,744,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19252,CX,1680,USM,3177,HKG,3077,,0,319,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19253,CX,1680,VCE,1551,DOH,11051,,0,320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19254,CX,1680,VVO,2934,HKG,3077,,0,320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19255,CX,1680,WNZ,6392,HKG,3077,,0,321 320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19256,CX,1680,WUH,3376,HKG,3077,,0,321 320,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19257,CX,1680,XIY,3379,HKG,3077,,0,320 321,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19258,CX,1680,XMN,3383,HKG,3077,,0,320 333 321,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19259,CX,1680,YVR,156,HKG,3077,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19260,CX,1680,YVR,156,JFK,3797,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19261,CX,1680,YYZ,193,HKG,3077,,0,77W,Cathay Pacific,CPA,CATHAY,Hong Kong SAR of China,Y,,,,,,,,,,
19262,CY,1942,AMS,580,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19263,CY,1942,ATH,3941,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19264,CY,1942,AUH,2179,LCA,1197,Y,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19265,CY,1942,BEY,2177,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19266,CY,1942,CDG,1382,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19267,CY,1942,FRA,340,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19268,CY,1942,HER,1452,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19269,CY,1942,LCA,1197,AMS,580,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19270,CY,1942,LCA,1197,ATH,3941,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19271,CY,1942,LCA,1197,AUH,2179,Y,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19272,CY,1942,LCA,1197,BEY,2177,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19273,CY,1942,LCA,1197,CDG,1382,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19274,CY,1942,LCA,1197,FRA,340,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19275,CY,1942,LCA,1197,HER,1452,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19276,CY,1942,LCA,1197,LHR,507,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19277,CY,1942,LCA,1197,MUC,346,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19278,CY,1942,LCA,1197,OTP,1657,,0,318,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19279,CY,1942,LCA,1197,SKG,1486,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19280,CY,1942,LCA,1197,SOF,1194,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19281,CY,1942,LCA,1197,SVO,2985,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19282,CY,1942,LCA,1197,TLV,1590,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19283,CY,1942,LCA,1197,ZRH,1678,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19284,CY,1942,LHR,507,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19285,CY,1942,MUC,346,FRA,340,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19286,CY,1942,MUC,346,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19287,CY,1942,OTP,1657,LCA,1197,,0,318,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19288,CY,1942,SKG,1486,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19289,CY,1942,SOF,1194,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19290,CY,1942,SVO,2985,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19291,CY,1942,TLV,1590,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19292,CY,1942,ZRH,1678,LCA,1197,,0,320,Cyprus Airways,CYP,CYPRUS,Cyprus,Y,,,,,,,,,,
19293,CZ,1767,AAT,6946,URC,3399,,0,73G E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19294,CZ,1767,ACX,7506,CAN,3370,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19295,CZ,1767,AKL,2006,CAN,3370,,0,787,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19296,CZ,1767,AKU,6404,URC,3399,,0,E90 73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19297,CZ,1767,ALA,2908,URC,3399,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19298,CZ,1767,AMS,580,CAN,3370,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19299,CZ,1767,AMS,580,CTU,3395,Y,0,74M,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19300,CZ,1767,AMS,580,HGH,3386,Y,0,777,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19301,CZ,1767,AMS,580,PEK,3364,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19302,CZ,1767,AMS,580,PVG,3406,Y,0,74M 747,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19303,CZ,1767,AMS,580,XMN,3383,Y,0,777,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19304,CZ,1767,AOG,9844,PEK,3364,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19305,CZ,1767,AQG,6427,CAN,3370,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19306,CZ,1767,ASB,2976,URC,3399,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19307,CZ,1767,AVA,9849,CAN,3370,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19308,CZ,1767,BAV,6346,CGO,3375,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19309,CZ,1767,BAV,6346,CSX,3371,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19310,CZ,1767,BAV,6346,CTU,3395,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19311,CZ,1767,BAV,6346,SHE,4144,,0,321 319 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19312,CZ,1767,BAV,6346,SJW,6347,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19313,CZ,1767,BAV,6346,URC,3399,,0,320 319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19314,CZ,1767,BAV,6346,WUH,3376,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19315,CZ,1767,BFJ,9025,CAN,3370,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19316,CZ,1767,BFJ,9025,SZX,3374,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19317,CZ,1767,BHY,6351,CAN,3370,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19318,CZ,1767,BHY,6351,CGO,3375,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19319,CZ,1767,BHY,6351,CKG,3393,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19320,CZ,1767,BHY,6351,CSX,3371,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19321,CZ,1767,BHY,6351,KMG,3382,Y,0,737,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19322,CZ,1767,BHY,6351,SJW,6347,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19323,CZ,1767,BKI,3269,SZX,3374,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19324,CZ,1767,BKK,3885,CAN,3370,,0,738 320 763,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19325,CZ,1767,BKK,3885,CGO,3375,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19326,CZ,1767,BKK,3885,CSX,3371,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19327,CZ,1767,BKK,3885,FOC,3385,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19328,CZ,1767,BKK,3885,NBO,4059,,0,763,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19329,CZ,1767,BKK,3885,NNG,3373,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19330,CZ,1767,BKK,3885,SWA,4302,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19331,CZ,1767,BKK,3885,WUH,3376,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19332,CZ,1767,BKK,3885,XMN,3383,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19333,CZ,1767,BNE,3320,CAN,3370,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19334,CZ,1767,BSD,7505,KMG,3382,Y,0,733,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19335,CZ,1767,CAN,3370,ACX,7506,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19336,CZ,1767,CAN,3370,AKL,2006,,0,787,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19337,CZ,1767,CAN,3370,AMS,580,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19338,CZ,1767,CAN,3370,AQG,6427,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19339,CZ,1767,CAN,3370,AVA,9849,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19340,CZ,1767,CAN,3370,BFJ,9025,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19341,CZ,1767,CAN,3370,BHY,6351,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19342,CZ,1767,CAN,3370,BKK,3885,,0,320 738 763,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19343,CZ,1767,CAN,3370,BNE,3320,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19344,CZ,1767,CAN,3370,CDG,1382,,0,332,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19345,CZ,1767,CAN,3370,CGD,6352,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19346,CZ,1767,CAN,3370,CGK,3275,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19347,CZ,1767,CAN,3370,CGO,3375,,0,738 733 73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19348,CZ,1767,CAN,3370,CGQ,4380,,0,319 321 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19349,CZ,1767,CAN,3370,CIH,6343,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19350,CZ,1767,CAN,3370,CKG,3393,,0,319 321 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19351,CZ,1767,CAN,3370,CNX,3931,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19352,CZ,1767,CAN,3370,CSX,3371,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19353,CZ,1767,CAN,3370,CTU,3395,,0,738 321 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19354,CZ,1767,CAN,3370,CZX,4109,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19355,CZ,1767,CAN,3370,DAC,3076,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19356,CZ,1767,CAN,3370,DAD,3196,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19357,CZ,1767,CAN,3370,DEL,3093,,0,73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19358,CZ,1767,CAN,3370,DIG,6375,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19359,CZ,1767,CAN,3370,DLC,3404,,0,320 321 319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19360,CZ,1767,CAN,3370,DPS,3940,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19361,CZ,1767,CAN,3370,DXB,2188,,0,772,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19362,CZ,1767,CAN,3370,DYG,6353,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19363,CZ,1767,CAN,3370,FOC,3385,,0,738 320 E90 73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19364,CZ,1767,CAN,3370,FUG,7503,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19365,CZ,1767,CAN,3370,FUK,2305,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19366,CZ,1767,CAN,3370,HAK,4120,,0,320 321 733,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19367,CZ,1767,CAN,3370,HAN,3199,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19368,CZ,1767,CAN,3370,HDG,8407,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19369,CZ,1767,CAN,3370,HET,6345,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19370,CZ,1767,CAN,3370,HFE,3389,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19371,CZ,1767,CAN,3370,HGH,3386,,0,321 320 772 319 E90 738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19372,CZ,1767,CAN,3370,HJJ,7519,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19373,CZ,1767,CAN,3370,HKG,3077,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19374,CZ,1767,CAN,3370,HKT,3179,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19375,CZ,1767,CAN,3370,HRB,3400,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19376,CZ,1767,CAN,3370,HZH,7508,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19377,CZ,1767,CAN,3370,ICN,3930,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19378,CZ,1767,CAN,3370,JGS,6428,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19379,CZ,1767,CAN,3370,JIQ,8781,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19380,CZ,1767,CAN,3370,JIU,6381,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19381,CZ,1767,CAN,3370,JJN,6386,Y,0,737,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19382,CZ,1767,CAN,3370,JNG,6944,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19383,CZ,1767,CAN,3370,JUH,9843,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19384,CZ,1767,CAN,3370,KHN,3384,,0,320 73G 738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19385,CZ,1767,CAN,3370,KIX,3992,,0,321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19386,CZ,1767,CAN,3370,KMG,3382,,0,319 738 320 737,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19387,CZ,1767,CAN,3370,KOW,6379,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19388,CZ,1767,CAN,3370,KTM,3125,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19389,CZ,1767,CAN,3370,KUL,3304,,0,320 73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19390,CZ,1767,CAN,3370,KWE,3394,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19391,CZ,1767,CAN,3370,KWL,3372,,0,738 73G,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19392,CZ,1767,CAN,3370,LAX,3484,,0,380,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19393,CZ,1767,CAN,3370,LHR,507,,0,787,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19394,CZ,1767,CAN,3370,LHW,3378,,0,320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19395,CZ,1767,CAN,3370,LLB,\N,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19396,CZ,1767,CAN,3370,LYA,4148,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19397,CZ,1767,CAN,3370,LYG,6383,,0,738,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19398,CZ,1767,CAN,3370,LZH,6356,,0,320 319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19399,CZ,1767,CAN,3370,MEL,3339,,0,333,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19400,CZ,1767,CAN,3370,MIG,6400,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19401,CZ,1767,CAN,3370,MLE,3156,,0,772,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19402,CZ,1767,CAN,3370,MNL,2397,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19403,CZ,1767,CAN,3370,MXZ,6354,,0,E90,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19404,CZ,1767,CAN,3370,NAO,6401,,0,319,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19405,CZ,1767,CAN,3370,NBO,4059,,0,773,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19406,CZ,1767,CAN,3370,NGB,3387,,0,321 738 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19407,CZ,1767,CAN,3370,NKG,3388,,0,332 320 738 321,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
19408,CZ,1767,CAN,3370,NNG,3373,,0,73G 738 319 320,China Southern Airlines,CSN,CHINA SOUTHERN,China,Y,,,,,,,,,,
